year,month,day,team,yards_per_point
2020,11,15,Pittsburgh,9.7
2020,11,15,Tampa Bay,17.8
2020,11,15,Las Vegas,12.3
2020,11,15,Miami,10.1
2020,11,15,Detroit,9.7
2020,11,15,Kansas City,12.9
2020,11,15,Indianapolis,13.4
2020,11,15,Minnesota,17.3
2020,11,15,Philadelphia,11.6
2020,11,15,Buffalo,23.1
2020,11,15,San Francisco,15.2
2020,11,15,Washington,10.8
2020,11,15,LA Rams,14.3
2020,11,15,Denver,9.7
2020,11,15,Dallas,10.9
2020,11,15,Chicago,12.2
2020,11,15,Arizona,16.5
2020,11,15,Atlanta,23.3
2020,11,15,Cincinnati,68.3
2020,11,15,Houston,16.2
2020,11,15,New England,35.7
2020,11,15,Carolina,19.0
2020,11,15,Jacksonville,26.0
2020,11,15,NY Giants,8.8
2020,11,15,LA Chargers,13.0
2020,11,15,NY Jets,28.5
2020,11,8,Baltimore,11.3
2020,11,8,Green Bay,13.4
2020,11,8,Seattle,14.2
2020,11,8,New Orleans,11.2
2020,11,8,Tampa Bay,12.7
2020,11,8,Cleveland,10.4
2020,11,8,Buffalo,11.2
2020,11,8,Detroit,9.7
2020,11,8,Minnesota,13.2
2020,11,8,Las Vegas,16.7
2020,11,8,Kansas City,12.4
2020,11,8,Indianapolis,15.2
2020,11,8,Pittsburgh,13.8
2020,11,8,San Francisco,20.9
2020,11,8,Tennessee,14.3
2020,11,8,Cincinnati,15.3
2020,11,8,Miami,18.0
2020,11,8,Atlanta,20.4
2020,11,8,Denver,9.7
2020,11,8,LA Rams,14.1
2020,11,8,Arizona,12.5
2020,11,8,Philadelphia,10.7
2020,11,8,Washington,20.2
2020,11,8,Jacksonville,17.2
2020,11,8,Carolina,14.3
2020,11,8,Chicago,24.5
2020,11,8,Dallas,14.9
2020,11,8,New England,35.7
2020,11,8,Houston,16.8
2020,11,8,NY Jets,11.5
2020,11,8,LA Chargers,10.5
2020,11,8,NY Giants,32.8
2020,11,1,Seattle,10.8
2020,11,1,Baltimore,11.4
2020,11,1,Green Bay,10.0
2020,11,1,Tampa Bay,12.6
2020,11,1,New Orleans,13.2
2020,11,1,Las Vegas,18.8
2020,11,1,San Francisco,11.7
2020,11,1,Minnesota,15.5
2020,11,1,Indianapolis,9.8
2020,11,1,Cleveland,8.8
2020,11,1,Miami,9.5
2020,11,1,Washington,15.5
2020,11,1,Atlanta,14.3
2020,11,1,Buffalo,10.7
2020,11,1,New England,11.3
2020,11,1,Kansas City,15.2
2020,11,1,Pittsburgh,13.8
2020,11,1,Cincinnati,13.2
2020,11,1,Tennessee,14.3
2020,11,1,Jacksonville,24.5
2020,11,1,Chicago,14.6
2020,11,1,Detroit,12.4
2020,11,1,LA Rams,14.9
2020,11,1,Arizona,16.4
2020,11,1,Houston,12.4
2020,11,1,Carolina,14.4
2020,11,1,Dallas,16.8
2020,11,1,Philadelphia,16.6
2020,11,1,Denver,22.6
2020,11,1,NY Jets,37.1
2020,11,1,NY Giants,25.7
2020,11,1,LA Chargers,27.3
2020,10,25,Baltimore,11.8
2020,10,25,Pittsburgh,7.3
2020,10,25,Seattle,11.6
2020,10,25,Tampa Bay,8.5
2020,10,25,Green Bay,20.1
2020,10,25,New Orleans,13.6
2020,10,25,Tennessee,14.5
2020,10,25,Detroit,11.9
2020,10,25,Cleveland,31.4
2020,10,25,Las Vegas,12.3
2020,10,25,Miami,12.6
2020,10,25,Indianapolis,13.9
2020,10,25,Buffalo,12.1
2020,10,25,Kansas City,17.9
2020,10,25,Minnesota,15.9
2020,10,25,Arizona,11.5
2020,10,25,Chicago,11.3
2020,10,25,Philadelphia,20.1
2020,10,25,Atlanta,11.6
2020,10,25,San Francisco,16.3
2020,10,25,Houston,11.4
2020,10,25,Denver,16.6
2020,10,25,Washington,17.7
2020,10,25,LA Rams,19.4
2020,10,25,Cincinnati,14.7
2020,10,25,Dallas,34.4
2020,10,25,NY Giants,15.5
2020,10,25,Carolina,18.9
2020,10,25,Jacksonville,17.2
2020,10,25,New England,24.0
2020,10,25,LA Chargers,13.0
2020,10,18,Baltimore,12.3
2020,10,18,Seattle,11.6
2020,10,18,Green Bay,13.4
2020,10,18,New Orleans,13.6
2020,10,18,Tennessee,8.0
2020,10,18,Cleveland,12.0
2020,10,18,Pittsburgh,9.7
2020,10,18,Tampa Bay,17.8
2020,10,18,Las Vegas,12.3
2020,10,18,Miami,10.1
2020,10,18,Detroit,9.7
2020,10,18,Kansas City,12.9
2020,10,18,Indianapolis,13.4
2020,10,18,Minnesota,17.3
2020,10,18,Philadelphia,11.6
2020,10,18,Buffalo,23.1
2020,10,18,San Francisco,15.2
2020,10,18,Washington,10.8
2020,10,18,LA Rams,14.3
2020,10,18,Denver,9.7
2020,10,18,Dallas,10.9
2020,10,18,Chicago,12.2
2020,10,18,Arizona,16.5
2020,10,18,Atlanta,23.3
2020,10,18,Cincinnati,68.3
2020,10,18,Houston,16.2
2020,10,18,New England,35.7
2020,10,18,Carolina,19.0
2020,10,18,Jacksonville,26.0
2020,10,18,NY Giants,8.8
2020,10,18,LA Chargers,13.0
2020,10,18,NY Jets,28.5
2020,10,11,Baltimore,11.3
2020,10,11,Green Bay,13.4
2020,10,11,Seattle,14.2
2020,10,11,New Orleans,11.2
2020,10,11,Cleveland,10.4
2020,10,11,Tampa Bay,17.8
2020,10,11,Buffalo,11.2
2020,10,11,Detroit,9.7
2020,10,11,Minnesota,13.2
2020,10,11,Las Vegas,16.7
2020,10,11,Kansas City,12.4
2020,10,11,Indianapolis,15.2
2020,10,11,Pittsburgh,13.8
2020,10,11,San Francisco,20.9
2020,10,11,Tennessee,14.3
2020,10,11,Cincinnati,15.3
2020,10,11,Miami,18.0
2020,10,11,Atlanta,20.4
2020,10,11,Denver,9.7
2020,10,11,LA Rams,14.1
2020,10,11,Arizona,12.5
2020,10,11,Philadelphia,10.7
2020,10,11,Washington,20.2
2020,10,11,Chicago,12.2
2020,10,11,Jacksonville,17.2
2020,10,11,Carolina,14.3
2020,10,11,Dallas,14.9
2020,10,11,New England,35.7
2020,10,11,Houston,16.8
2020,10,11,NY Jets,11.5
2020,10,11,LA Chargers,10.5
2020,10,11,NY Giants,32.8
2020,10,4,Seattle,10.8
2020,10,4,Baltimore,11.4
2020,10,4,Green Bay,10.0
2020,10,4,Tampa Bay,12.6
2020,10,4,New Orleans,13.2
2020,10,4,Las Vegas,18.8
2020,10,4,San Francisco,11.7
2020,10,4,Minnesota,15.5
2020,10,4,Indianapolis,9.8
2020,10,4,Cleveland,8.8
2020,10,4,Miami,9.5
2020,10,4,Washington,15.5
2020,10,4,Atlanta,14.3
2020,10,4,Buffalo,10.7
2020,10,4,New England,11.3
2020,10,4,Kansas City,15.2
2020,10,4,Pittsburgh,13.8
2020,10,4,Cincinnati,13.2
2020,10,4,Tennessee,14.3
2020,10,4,Jacksonville,24.5
2020,10,4,Chicago,14.6
2020,10,4,Denver,9.7
2020,10,4,Detroit,12.4
2020,10,4,LA Rams,14.9
2020,10,4,Arizona,16.4
2020,10,4,Houston,12.4
2020,10,4,Carolina,14.4
2020,10,4,Dallas,16.8
2020,10,4,Philadelphia,16.6
2020,10,4,NY Jets,11.5
2020,10,4,NY Giants,25.7
2020,10,4,LA Chargers,27.3
2020,9,27,Las Vegas,11.1
2020,9,27,Baltimore,12.3
2020,9,27,Seattle,12.3
2020,9,27,Green Bay,11.6
2020,9,27,New Orleans,17.7
2020,9,27,Tampa Bay,10.9
2020,9,27,Minnesota,15.9
2020,9,27,Washington,21.1
2020,9,27,Kansas City,18.0
2020,9,27,Atlanta,9.7
2020,9,27,Miami,9.5
2020,9,27,San Francisco,11.6
2020,9,27,Pittsburgh,15.8
2020,9,27,Jacksonville,24.5
2020,9,27,Tennessee,10.7
2020,9,27,Cincinnati,11.8
2020,9,27,Chicago,17.9
2020,9,27,LA Rams,12.1
2020,9,27,Arizona,14.6
2020,9,27,Buffalo,16.9
2020,9,27,New England,15.5
2020,9,27,Indianapolis,12.6
2020,9,27,Detroit,14.6
2020,9,27,Dallas,14.3
2020,9,27,Carolina,25.1
2020,9,27,Philadelphia,19.1
2020,9,27,NY Jets,21.3
2020,9,27,Cleveland,12.4
2020,9,27,Denver,15.2
2020,9,27,Houston,19.0
2020,9,27,NY Giants,22.7
2020,9,27,LA Chargers,24.0
2020,9,20,New Orleans,8.0
2020,9,20,Washington,8.9
2020,9,20,Jacksonville,8.9
2020,9,20,Baltimore,10.0
2020,9,20,Seattle,10.1
2020,9,20,Kansas City,10.9
2020,9,20,Las Vegas,10.9
2020,9,20,Minnesota,11.2
2020,9,20,Green Bay,12.1
2020,9,20,Carolina,12.9
2020,9,20,Pittsburgh,13.4
2020,9,20,Chicago,13.4
2020,9,20,Tampa Bay,13.5
2020,9,20,NY Jets,14.9
2020,9,20,Buffalo,15.0
2020,9,20,Cincinnati,11.8
2020,9,20,Philadelphia,15.6
2020,9,20,Arizona,16.8
2020,9,20,New England,17.0
2020,9,20,Houston,18.0
2020,9,20,Cleveland,12.4
2020,9,20,NY Giants,18.2
2020,9,20,San Francisco,18.3
2020,9,20,Detroit,18.5
2020,9,20,Atlanta,20.2
2020,9,20,LA Rams,21.1
2020,9,20,Indianapolis,22.3
2020,9,20,Dallas,22.4
2020,9,20,LA Chargers,22.6
2020,9,20,Denver,23.1
2020,9,20,Tennessee,23.6
2020,9,20,Miami,24.5
2020,9,13,Kansas City,10.9
2020,9,13,Houston,18.0
2020,9,6,San Francisco,17.6
2020,9,6,Kansas City,12.8
2020,9,6,Baltimore,44.2
2020,9,6,New Orleans,16.2
2020,9,6,New England,23.6
2020,9,6,Tampa Bay,15.0
2020,9,6,Minnesota,14.7
2020,9,6,Tennessee,12.3
2020,9,6,Indianapolis,13.8
2020,9,6,Green Bay,17.9
2020,9,6,Arizona,16.4
2020,9,6,Seattle,16.3
2020,9,6,LA Rams,13.7
2020,9,6,Houston,14.3
2020,9,6,Pittsburgh,16.8
2020,9,6,Philadelphia,31.3
2020,9,6,NY Jets,20.8
2020,9,6,NY Giants,23.4
2020,9,6,Dallas,11.0
2020,9,6,Atlanta,13.3
2020,9,6,Carolina,32.9
2020,9,6,Miami,14.4
2020,9,6,Detroit,15.3
2020,9,6,Cleveland,13.6
2020,9,6,Washington,16.9
2020,9,6,Denver,14.9
2020,9,6,Chicago,16.0
2020,9,6,Buffalo,22.4
2020,9,6,LA Chargers,17.4
2020,9,6,Jacksonville,9.3
2020,9,6,Cincinnati,10.9
2020,9,6,Las Vegas,31.8
2020,2,23,San Francisco,17.6
2020,2,23,Kansas City,12.8
2020,2,23,Baltimore,44.2
2020,2,23,New Orleans,16.2
2020,2,23,New England,23.6
2020,2,23,Tampa Bay,15.0
2020,2,23,Minnesota,14.7
2020,2,23,Tennessee,12.3
2020,2,23,Indianapolis,13.8
2020,2,23,Green Bay,17.9
2020,2,23,Arizona,16.4
2020,2,23,Seattle,16.3
2020,2,23,LA Rams,13.7
2020,2,23,Houston,14.3
2020,2,23,Pittsburgh,16.8
2020,2,23,Philadelphia,31.3
2020,2,23,NY Jets,20.8
2020,2,23,NY Giants,23.4
2020,2,23,Dallas,11.0
2020,2,23,Atlanta,13.3
2020,2,23,Carolina,32.9
2020,2,23,Miami,14.4
2020,2,23,Detroit,15.3
2020,2,23,Cleveland,13.6
2020,2,23,Washington,16.9
2020,2,23,Denver,14.9
2020,2,23,Chicago,16.0
2020,2,23,Buffalo,22.4
2020,2,23,LA Chargers,17.4
2020,2,23,Jacksonville,9.3
2020,2,23,Cincinnati,10.9
2020,2,23,Las Vegas,31.8
2020,2,16,San Francisco,17.6
2020,2,16,Kansas City,12.8
2020,2,16,Baltimore,44.2
2020,2,16,New Orleans,16.2
2020,2,16,New England,23.6
2020,2,16,Tampa Bay,15.0
2020,2,16,Minnesota,14.7
2020,2,16,Tennessee,12.3
2020,2,16,Indianapolis,13.8
2020,2,16,Green Bay,17.9
2020,2,16,Arizona,16.4
2020,2,16,Seattle,16.3
2020,2,16,LA Rams,13.7
2020,2,16,Houston,14.3
2020,2,16,Pittsburgh,16.8
2020,2,16,Philadelphia,31.3
2020,2,16,NY Jets,20.8
2020,2,16,NY Giants,23.4
2020,2,16,Dallas,11.0
2020,2,16,Atlanta,13.3
2020,2,16,Carolina,32.9
2020,2,16,Miami,14.4
2020,2,16,Detroit,15.3
2020,2,16,Cleveland,13.6
2020,2,16,Washington,16.9
2020,2,16,Denver,14.9
2020,2,16,Chicago,16.0
2020,2,16,Buffalo,22.4
2020,2,16,LA Chargers,17.4
2020,2,16,Jacksonville,9.3
2020,2,16,Cincinnati,10.9
2020,2,16,Las Vegas,31.8
2020,2,9,San Francisco,17.6
2020,2,9,Kansas City,12.8
2020,2,9,Baltimore,44.2
2020,2,9,New Orleans,16.2
2020,2,9,New England,23.6
2020,2,9,Tampa Bay,15.0
2020,2,9,Minnesota,14.7
2020,2,9,Tennessee,12.3
2020,2,9,Indianapolis,13.8
2020,2,9,Green Bay,17.9
2020,2,9,Arizona,16.4
2020,2,9,Seattle,16.3
2020,2,9,LA Rams,13.7
2020,2,9,Houston,14.3
2020,2,9,Pittsburgh,16.8
2020,2,9,Philadelphia,31.3
2020,2,9,NY Jets,20.8
2020,2,9,NY Giants,23.4
2020,2,9,Dallas,11.0
2020,2,9,Atlanta,13.3
2020,2,9,Carolina,32.9
2020,2,9,Miami,14.4
2020,2,9,Detroit,15.3
2020,2,9,Cleveland,13.6
2020,2,9,Washington,16.9
2020,2,9,Denver,14.9
2020,2,9,Chicago,16.0
2020,2,9,Buffalo,22.4
2020,2,9,LA Chargers,17.4
2020,2,9,Jacksonville,9.3
2020,2,9,Cincinnati,10.9
2020,2,9,Las Vegas,31.8
2020,2,2,San Francisco,9.6
2020,2,2,Kansas City,11.5
2020,2,2,Baltimore,44.2
2020,2,2,New Orleans,16.2
2020,2,2,New England,23.6
2020,2,2,Tampa Bay,15.0
2020,2,2,Minnesota,14.7
2020,2,2,Tennessee,12.3
2020,2,2,Indianapolis,13.8
2020,2,2,Green Bay,17.9
2020,2,2,Arizona,16.4
2020,2,2,Seattle,16.3
2020,2,2,LA Rams,13.7
2020,2,2,Houston,14.3
2020,2,2,Pittsburgh,16.8
2020,2,2,Philadelphia,31.3
2020,2,2,NY Jets,20.8
2020,2,2,NY Giants,23.4
2020,2,2,Dallas,11.0
2020,2,2,Atlanta,13.3
2020,2,2,Carolina,32.9
2020,2,2,Miami,14.4
2020,2,2,Detroit,15.3
2020,2,2,Cleveland,13.6
2020,2,2,Washington,16.9
2020,2,2,Denver,14.9
2020,2,2,Chicago,16.0
2020,2,2,Buffalo,22.4
2020,2,2,LA Chargers,17.4
2020,2,2,Jacksonville,9.3
2020,2,2,Cincinnati,10.9
2020,2,2,Las Vegas,31.8
2020,1,26,San Francisco,9.6
2020,1,26,Kansas City,11.5
2020,1,26,Baltimore,44.2
2020,1,26,New Orleans,16.2
2020,1,26,New England,23.6
2020,1,26,Tampa Bay,15.0
2020,1,26,Minnesota,14.7
2020,1,26,Tennessee,12.3
2020,1,26,Indianapolis,13.8
2020,1,26,Green Bay,17.9
2020,1,26,Arizona,16.4
2020,1,26,Seattle,16.3
2020,1,26,LA Rams,13.7
2020,1,26,Houston,14.3
2020,1,26,Pittsburgh,16.8
2020,1,26,Philadelphia,31.3
2020,1,26,NY Jets,20.8
2020,1,26,NY Giants,23.4
2020,1,26,Dallas,11.0
2020,1,26,Atlanta,13.3
2020,1,26,Carolina,32.9
2020,1,26,Miami,14.4
2020,1,26,Detroit,15.3
2020,1,26,Cleveland,13.6
2020,1,26,Washington,16.9
2020,1,26,Denver,14.9
2020,1,26,Chicago,16.0
2020,1,26,Buffalo,22.4
2020,1,26,LA Chargers,17.4
2020,1,26,Jacksonville,9.3
2020,1,26,Cincinnati,10.9
2020,1,26,Las Vegas,31.8
2020,1,19,San Francisco,11.4
2020,1,19,Kansas City,8.5
2020,1,19,Baltimore,44.2
2020,1,19,New Orleans,16.2
2020,1,19,New England,23.6
2020,1,19,Tampa Bay,15.0
2020,1,19,Minnesota,14.7
2020,1,19,Tennessee,10.7
2020,1,19,Indianapolis,13.8
2020,1,19,Green Bay,12.3
2020,1,19,Arizona,16.4
2020,1,19,Seattle,16.3
2020,1,19,LA Rams,13.7
2020,1,19,Houston,14.3
2020,1,19,Pittsburgh,16.8
2020,1,19,Philadelphia,31.3
2020,1,19,NY Jets,20.8
2020,1,19,NY Giants,23.4
2020,1,19,Dallas,11.0
2020,1,19,Atlanta,13.3
2020,1,19,Carolina,32.9
2020,1,19,Miami,14.4
2020,1,19,Detroit,15.3
2020,1,19,Cleveland,13.6
2020,1,19,Washington,16.9
2020,1,19,Denver,14.9
2020,1,19,Chicago,16.0
2020,1,19,Buffalo,22.4
2020,1,19,LA Chargers,17.4
2020,1,19,Jacksonville,9.3
2020,1,19,Cincinnati,10.9
2020,1,19,Las Vegas,31.8
2020,1,12,San Francisco,11.4
2020,1,12,Baltimore,44.2
2020,1,12,New Orleans,16.2
2020,1,12,Kansas City,10.8
2020,1,12,New England,23.6
2020,1,12,Tampa Bay,15.0
2020,1,12,Minnesota,14.7
2020,1,12,Tennessee,10.7
2020,1,12,Indianapolis,13.8
2020,1,12,Green Bay,18.8
2020,1,12,Seattle,22.5
2020,1,12,Arizona,16.4
2020,1,12,LA Rams,13.7
2020,1,12,Pittsburgh,16.8
2020,1,12,Philadelphia,31.3
2020,1,12,Houston,16.4
2020,1,12,NY Jets,20.8
2020,1,12,NY Giants,23.4
2020,1,12,Dallas,11.0
2020,1,12,Atlanta,13.3
2020,1,12,Carolina,32.9
2020,1,12,Miami,14.4
2020,1,12,Detroit,15.3
2020,1,12,Cleveland,13.6
2020,1,12,Washington,16.9
2020,1,12,Chicago,16.0
2020,1,12,Denver,14.9
2020,1,12,Buffalo,22.4
2020,1,12,LA Chargers,17.4
2020,1,12,Jacksonville,9.3
2020,1,12,Cincinnati,10.9
2020,1,12,Las Vegas,31.8
2020,1,5,Baltimore,10.9
2020,1,5,San Francisco,15.3
2020,1,5,New Orleans,9.0
2020,1,5,Kansas City,10.8
2020,1,5,New England,23.6
2020,1,5,Minnesota,15.8
2020,1,5,Tampa Bay,15.0
2020,1,5,Tennessee,13.6
2020,1,5,Indianapolis,13.8
2020,1,5,Green Bay,18.8
2020,1,5,Seattle,16.6
2020,1,5,Philadelphia,11.8
2020,1,5,Arizona,16.4
2020,1,5,LA Rams,13.7
2020,1,5,Pittsburgh,16.8
2020,1,5,Houston,16.4
2020,1,5,NY Jets,20.8
2020,1,5,NY Giants,23.4
2020,1,5,Dallas,11.0
2020,1,5,Atlanta,13.3
2020,1,5,Carolina,32.9
2020,1,5,Miami,14.4
2020,1,5,Detroit,15.3
2020,1,5,Cleveland,13.6
2020,1,5,Washington,16.9
2020,1,5,Chicago,16.0
2020,1,5,Denver,14.9
2020,1,5,Buffalo,22.4
2020,1,5,LA Chargers,17.4
2020,1,5,Jacksonville,9.3
2020,1,5,Cincinnati,10.9
2020,1,5,Las Vegas,31.8
2019,12,29,Baltimore,10.7
2019,12,29,San Francisco,9.2
2019,12,29,New England,21.7
2019,12,29,Tampa Bay,12.7
2019,12,29,Kansas City,12.9
2019,12,29,Minnesota,11.9
2019,12,29,Seattle,20.5
2019,12,29,New Orleans,10.7
2019,12,29,NY Jets,11.8
2019,12,29,Green Bay,24.8
2019,12,29,Pittsburgh,21.1
2019,12,29,Carolina,11.3
2019,12,29,Tennessee,11.2
2019,12,29,Arizona,10.2
2019,12,29,Indianapolis,17.4
2019,12,29,Philadelphia,38.2
2019,12,29,LA Rams,36.8
2019,12,29,Houston,19.8
2019,12,29,Chicago,17.5
2019,12,29,NY Giants,17.4
2019,12,29,Detroit,18.2
2019,12,29,Buffalo,13.7
2019,12,29,Cleveland,11.4
2019,12,29,Dallas,28.4
2019,12,29,Atlanta,19.3
2019,12,29,Las Vegas,69.3
2019,12,29,LA Chargers,25.8
2019,12,29,Miami,11.8
2019,12,29,Denver,44.7
2019,12,29,Washington,12.1
2019,12,29,Jacksonville,18.5
2019,12,29,Cincinnati,24.4
2019,12,22,New England,17.5
2019,12,22,Baltimore,12.0
2019,12,22,San Francisco,12.3
2019,12,22,Tampa Bay,19.6
2019,12,22,Kansas City,12.9
2019,12,22,Seattle,12.4
2019,12,22,Pittsburgh,33.7
2019,12,22,Green Bay,16.2
2019,12,22,Minnesota,11.9
2019,12,22,Philadelphia,25.5
2019,12,22,LA Rams,16.6
2019,12,22,NY Jets,11.8
2019,12,22,Carolina,115.7
2019,12,22,Arizona,10.2
2019,12,22,New Orleans,9.6
2019,12,22,Indianapolis,17.4
2019,12,22,Chicago,38.1
2019,12,22,Dallas,14.5
2019,12,22,Detroit,11.6
2019,12,22,Tennessee,10.6
2019,12,22,Houston,19.8
2019,12,22,NY Giants,10.4
2019,12,22,Buffalo,11.5
2019,12,22,Las Vegas,22.7
2019,12,22,Atlanta,12.0
2019,12,22,LA Chargers,25.8
2019,12,22,Cleveland,14.0
2019,12,22,Denver,17.1
2019,12,22,Miami,15.2
2019,12,22,Jacksonville,23.7
2019,12,22,Washington,13.2
2019,12,22,Cincinnati,24.6
2019,12,15,New England,17.1
2019,12,15,Baltimore,7.7
2019,12,15,San Francisco,12.6
2019,12,15,Tampa Bay,15.2
2019,12,15,Carolina,25.1
2019,12,15,Philadelphia,17.0
2019,12,15,Seattle,12.4
2019,12,15,Pittsburgh,33.7
2019,12,15,Green Bay,16.2
2019,12,15,Kansas City,16.6
2019,12,15,Chicago,11.3
2019,12,15,Minnesota,13.0
2019,12,15,LA Rams,25.5
2019,12,15,Houston,15.8
2019,12,15,Dallas,18.5
2019,12,15,Indianapolis,25.0
2019,12,15,Tennessee,10.6
2019,12,15,Arizona,15.4
2019,12,15,NY Giants,10.4
2019,12,15,Las Vegas,10.7
2019,12,15,NY Jets,8.6
2019,12,15,Detroit,27.5
2019,12,15,New Orleans,34.4
2019,12,15,LA Chargers,13.1
2019,12,15,Buffalo,21.5
2019,12,15,Atlanta,12.2
2019,12,15,Cleveland,14.0
2019,12,15,Denver,12.6
2019,12,15,Jacksonville,118.7
2019,12,15,Miami,14.3
2019,12,15,Cincinnati,23.6
2019,12,15,Washington,27.0
2019,12,8,New England,17.1
2019,12,8,Carolina,12.3
2019,12,8,Tampa Bay,12.3
2019,12,8,Pittsburgh,10.5
2019,12,8,San Francisco,14.7
2019,12,8,Baltimore,10.1
2019,12,8,Philadelphia,17.0
2019,12,8,Kansas City,14.5
2019,12,8,Green Bay,16.7
2019,12,8,Seattle,12.3
2019,12,8,LA Rams,19.6
2019,12,8,Minnesota,13.4
2019,12,8,Houston,15.8
2019,12,8,Chicago,11.7
2019,12,8,Indianapolis,13.7
2019,12,8,Detroit,19.7
2019,12,8,Dallas,11.6
2019,12,8,New Orleans,16.5
2019,12,8,Arizona,14.3
2019,12,8,Las Vegas,10.7
2019,12,8,NY Giants,15.1
2019,12,8,Tennessee,21.6
2019,12,8,Buffalo,11.2
2019,12,8,LA Chargers,13.1
2019,12,8,Cleveland,18.5
2019,12,8,NY Jets,17.8
2019,12,8,Atlanta,25.5
2019,12,8,Denver,12.6
2019,12,8,Jacksonville,118.7
2019,12,8,Miami,12.2
2019,12,8,Cincinnati,40.1
2019,12,8,Washington,27.0
2019,12,1,New England,11.8
2019,12,1,Carolina,17.7
2019,12,1,Tampa Bay,16.9
2019,12,1,San Francisco,14.7
2019,12,1,Philadelphia,12.0
2019,12,1,Pittsburgh,14.6
2019,12,1,Kansas City,14.0
2019,12,1,Green Bay,12.1
2019,12,1,Baltimore,11.3
2019,12,1,LA Rams,19.6
2019,12,1,Seattle,11.9
2019,12,1,Detroit,12.1
2019,12,1,Houston,14.4
2019,12,1,Minnesota,22.8
2019,12,1,Indianapolis,21.2
2019,12,1,Chicago,24.3
2019,12,1,New Orleans,16.5
2019,12,1,Arizona,14.3
2019,12,1,Dallas,10.9
2019,12,1,Tennessee,9.1
2019,12,1,NY Giants,14.2
2019,12,1,Las Vegas,15.8
2019,12,1,Jacksonville,13.4
2019,12,1,LA Chargers,13.6
2019,12,1,Buffalo,19.5
2019,12,1,Cleveland,23.8
2019,12,1,Atlanta,25.5
2019,12,1,NY Jets,14.2
2019,12,1,Denver,21.5
2019,12,1,Cincinnati,40.1
2019,12,1,Washington,24.0
2019,12,1,Miami,16.4
2019,11,24,New England,17.5
2019,11,24,Baltimore,12.0
2019,11,24,San Francisco,12.3
2019,11,24,Tampa Bay,19.6
2019,11,24,Kansas City,12.9
2019,11,24,Seattle,12.4
2019,11,24,Pittsburgh,33.7
2019,11,24,Green Bay,16.2
2019,11,24,Minnesota,11.9
2019,11,24,Philadelphia,25.5
2019,11,24,LA Rams,16.6
2019,11,24,NY Jets,11.8
2019,11,24,Carolina,115.7
2019,11,24,Arizona,10.2
2019,11,24,New Orleans,9.6
2019,11,24,Indianapolis,17.4
2019,11,24,Chicago,38.1
2019,11,24,Dallas,14.5
2019,11,24,Detroit,11.6
2019,11,24,Tennessee,10.6
2019,11,24,Houston,19.8
2019,11,24,NY Giants,10.4
2019,11,24,Buffalo,11.5
2019,11,24,Las Vegas,22.7
2019,11,24,Atlanta,12.0
2019,11,24,LA Chargers,25.8
2019,11,24,Cleveland,14.0
2019,11,24,Denver,17.1
2019,11,24,Miami,15.2
2019,11,24,Jacksonville,23.7
2019,11,24,Washington,13.2
2019,11,24,Cincinnati,24.6
2019,11,17,New England,17.1
2019,11,17,Baltimore,7.7
2019,11,17,San Francisco,12.6
2019,11,17,Tampa Bay,15.2
2019,11,17,Carolina,25.1
2019,11,17,Philadelphia,17.0
2019,11,17,Seattle,12.4
2019,11,17,Pittsburgh,33.7
2019,11,17,Green Bay,16.2
2019,11,17,Kansas City,16.6
2019,11,17,Chicago,11.3
2019,11,17,Minnesota,13.0
2019,11,17,LA Rams,25.5
2019,11,17,Houston,15.8
2019,11,17,Dallas,18.5
2019,11,17,Indianapolis,25.0
2019,11,17,Tennessee,10.6
2019,11,17,Arizona,15.4
2019,11,17,NY Giants,10.4
2019,11,17,Las Vegas,10.7
2019,11,17,NY Jets,8.6
2019,11,17,Detroit,27.5
2019,11,17,New Orleans,34.4
2019,11,17,LA Chargers,13.1
2019,11,17,Buffalo,21.5
2019,11,17,Atlanta,12.2
2019,11,17,Cleveland,14.0
2019,11,17,Denver,12.6
2019,11,17,Jacksonville,118.7
2019,11,17,Miami,14.3
2019,11,17,Cincinnati,23.6
2019,11,17,Washington,27.0
2019,11,10,New England,17.1
2019,11,10,Carolina,12.3
2019,11,10,Tampa Bay,12.3
2019,11,10,Pittsburgh,10.5
2019,11,10,San Francisco,14.7
2019,11,10,Baltimore,10.1
2019,11,10,Philadelphia,17.0
2019,11,10,Kansas City,14.5
2019,11,10,Green Bay,16.7
2019,11,10,Seattle,12.3
2019,11,10,LA Rams,19.6
2019,11,10,Minnesota,13.4
2019,11,10,Houston,15.8
2019,11,10,Chicago,11.7
2019,11,10,Indianapolis,13.7
2019,11,10,Detroit,19.7
2019,11,10,Dallas,11.6
2019,11,10,New Orleans,16.5
2019,11,10,Arizona,14.3
2019,11,10,Las Vegas,10.7
2019,11,10,NY Giants,15.1
2019,11,10,Tennessee,21.6
2019,11,10,Buffalo,11.2
2019,11,10,LA Chargers,13.1
2019,11,10,Cleveland,18.5
2019,11,10,NY Jets,17.8
2019,11,10,Atlanta,25.5
2019,11,10,Denver,12.6
2019,11,10,Jacksonville,118.7
2019,11,10,Miami,12.2
2019,11,10,Cincinnati,40.1
2019,11,10,Washington,27.0
2019,11,3,New England,11.8
2019,11,3,Carolina,17.7
2019,11,3,Tampa Bay,16.9
2019,11,3,San Francisco,14.7
2019,11,3,Philadelphia,12.0
2019,11,3,Pittsburgh,14.6
