year,month,day,team,ranking
2013,12,29,Tennessee,25
2013,12,29,Cleveland,26
2013,12,29,Houston,27
2013,12,29,Minnesota,28
2013,12,29,Washington,29
2013,12,29,NY Jets,30
2013,12,29,Las Vegas,31
2013,12,29,Jacksonville,32
2013,12,22,Denver,1
2013,12,22,New England,2
2013,12,22,Seattle,3
2013,12,22,New Orleans,4
2013,12,22,San Francisco,5
2013,12,22,Green Bay,6
2013,12,22,Cincinnati,7
2013,12,22,Kansas City,8
2013,12,22,Carolina,9
2013,12,22,Detroit,10
2013,12,22,Baltimore,11
2013,12,22,Dallas,12
2013,12,22,Philadelphia,13
2013,12,22,Chicago,14
2013,12,22,Pittsburgh,15
2013,12,22,LA Chargers,16
2013,12,22,Indianapolis,17
2013,12,22,Miami,18
2013,12,22,Arizona,19
2013,12,22,NY Giants,20
2013,12,22,LA Rams,21
2013,12,22,Buffalo,22
2013,12,22,Atlanta,23
2013,12,22,Tampa Bay,24
2013,12,22,Cleveland,25
2013,12,22,Tennessee,26
2013,12,22,Houston,27
2013,12,22,Washington,28
2013,12,22,NY Jets,29
2013,12,22,Minnesota,30
2013,12,22,Las Vegas,31
2013,12,22,Jacksonville,32
2013,12,15,Denver,1
2013,12,15,New England,2
2013,12,15,New Orleans,3
2013,12,15,Seattle,4
2013,12,15,San Francisco,5
2013,12,15,Green Bay,6
2013,12,15,Kansas City,7
2013,12,15,Cincinnati,8
2013,12,15,Detroit,9
2013,12,15,Carolina,10
2013,12,15,Baltimore,11
2013,12,15,Dallas,12
2013,12,15,Philadelphia,13
2013,12,15,Chicago,14
2013,12,15,Pittsburgh,15
2013,12,15,LA Chargers,16
2013,12,15,Indianapolis,17
2013,12,15,Miami,18
2013,12,15,Arizona,19
2013,12,15,Atlanta,20
2013,12,15,NY Giants,21
2013,12,15,LA Rams,22
2013,12,15,Cleveland,23
2013,12,15,Houston,24
2013,12,15,Tennessee,25
2013,12,15,Tampa Bay,26
2013,12,15,Buffalo,27
2013,12,15,NY Jets,28
2013,12,15,Washington,29
2013,12,15,Minnesota,30
2013,12,15,Las Vegas,31
2013,12,15,Jacksonville,32
2013,12,8,Denver,1
2013,12,8,New England,2
2013,12,8,Green Bay,3
2013,12,8,San Francisco,4
2013,12,8,New Orleans,5
2013,12,8,Seattle,6
2013,12,8,Kansas City,7
2013,12,8,Cincinnati,8
2013,12,8,Detroit,9
2013,12,8,Dallas,10
2013,12,8,Carolina,11
2013,12,8,Baltimore,12
2013,12,8,Indianapolis,13
2013,12,8,Chicago,14
2013,12,8,Philadelphia,15
2013,12,8,LA Chargers,16
2013,12,8,Pittsburgh,17
2013,12,8,Miami,18
2013,12,8,Atlanta,19
2013,12,8,Arizona,20
2013,12,8,Tennessee,21
2013,12,8,NY Giants,22
2013,12,8,Cleveland,23
2013,12,8,Houston,24
2013,12,8,Buffalo,25
2013,12,8,Tampa Bay,26
2013,12,8,NY Jets,27
2013,12,8,Washington,28
2013,12,8,Minnesota,29
2013,12,8,LA Rams,30
2013,12,8,Las Vegas,31
2013,12,8,Jacksonville,32
2013,12,1,Denver,1
2013,12,1,Green Bay,2
2013,12,1,New England,3
2013,12,1,New Orleans,4
2013,12,1,San Francisco,5
2013,12,1,Seattle,6
2013,12,1,Cincinnati,7
2013,12,1,Dallas,8
2013,12,1,Kansas City,9
2013,12,1,Detroit,10
2013,12,1,Baltimore,11
2013,12,1,Carolina,12
2013,12,1,Indianapolis,13
2013,12,1,Pittsburgh,14
2013,12,1,LA Chargers,15
2013,12,1,Chicago,16
2013,12,1,Atlanta,17
2013,12,1,Miami,18
2013,12,1,Philadelphia,19
2013,12,1,Arizona,20
2013,12,1,Tennessee,21
2013,12,1,NY Giants,22
2013,12,1,Houston,23
2013,12,1,Cleveland,24
2013,12,1,Buffalo,25
2013,12,1,LA Rams,26
2013,12,1,Washington,27
2013,12,1,Tampa Bay,28
2013,12,1,Las Vegas,29
2013,12,1,NY Jets,30
2013,12,1,Minnesota,31
2013,12,1,Jacksonville,32
2013,11,24,Denver,1
2013,11,24,New England,2
2013,11,24,Seattle,3
2013,11,24,New Orleans,4
2013,11,24,San Francisco,5
2013,11,24,Green Bay,6
2013,11,24,Cincinnati,7
2013,11,24,Kansas City,8
2013,11,24,Carolina,9
2013,11,24,Detroit,10
2013,11,24,Baltimore,11
2013,11,24,Dallas,12
2013,11,24,Philadelphia,13
2013,11,24,Chicago,14
2013,11,24,Pittsburgh,15
2013,11,24,LA Chargers,16
2013,11,24,Indianapolis,17
2013,11,24,Miami,18
2013,11,24,Arizona,19
2013,11,24,NY Giants,20
2013,11,24,LA Rams,21
2013,11,24,Buffalo,22
2013,11,24,Atlanta,23
2013,11,24,Tampa Bay,24
2013,11,24,Cleveland,25
2013,11,24,Tennessee,26
2013,11,24,Houston,27
2013,11,24,Washington,28
2013,11,24,NY Jets,29
2013,11,24,Minnesota,30
2013,11,24,Las Vegas,31
2013,11,24,Jacksonville,32
2013,11,17,Denver,1
2013,11,17,New England,2
2013,11,17,New Orleans,3
2013,11,17,Seattle,4
2013,11,17,San Francisco,5
2013,11,17,Green Bay,6
2013,11,17,Kansas City,7
2013,11,17,Cincinnati,8
2013,11,17,Detroit,9
2013,11,17,Carolina,10
2013,11,17,Baltimore,11
2013,11,17,Dallas,12
2013,11,17,Philadelphia,13
2013,11,17,Chicago,14
2013,11,17,Pittsburgh,15
2013,11,17,LA Chargers,16
2013,11,17,Indianapolis,17
2013,11,17,Miami,18
2013,11,17,Arizona,19
2013,11,17,Atlanta,20
2013,11,17,NY Giants,21
2013,11,17,LA Rams,22
2013,11,17,Cleveland,23
2013,11,17,Houston,24
2013,11,17,Tennessee,25
2013,11,17,Tampa Bay,26
2013,11,17,Buffalo,27
2013,11,17,NY Jets,28
2013,11,17,Washington,29
2013,11,17,Minnesota,30
2013,11,17,Las Vegas,31
2013,11,17,Jacksonville,32
2013,11,10,Denver,1
2013,11,10,New England,2
2013,11,10,Green Bay,3
2013,11,10,San Francisco,4
2013,11,10,New Orleans,5
2013,11,10,Seattle,6
2013,11,10,Kansas City,7
2013,11,10,Cincinnati,8
2013,11,10,Detroit,9
2013,11,10,Dallas,10
2013,11,10,Carolina,11
2013,11,10,Baltimore,12
2013,11,10,Indianapolis,13
2013,11,10,Chicago,14
2013,11,10,Philadelphia,15
2013,11,10,LA Chargers,16
2013,11,10,Pittsburgh,17
2013,11,10,Miami,18
2013,11,10,Atlanta,19
2013,11,10,Arizona,20
2013,11,10,Tennessee,21
2013,11,10,NY Giants,22
2013,11,10,Cleveland,23
2013,11,10,Houston,24
2013,11,10,Buffalo,25
2013,11,10,Tampa Bay,26
2013,11,10,NY Jets,27
2013,11,10,Washington,28
2013,11,10,Minnesota,29
2013,11,10,LA Rams,30
2013,11,10,Las Vegas,31
2013,11,10,Jacksonville,32
2013,11,3,Denver,1
2013,11,3,Green Bay,2
2013,11,3,New England,3
2013,11,3,New Orleans,4
2013,11,3,San Francisco,5
2013,11,3,Seattle,6
2013,11,3,Cincinnati,7
2013,11,3,Dallas,8
2013,11,3,Kansas City,9
2013,11,3,Detroit,10
2013,11,3,Baltimore,11
2013,11,3,Carolina,12
2013,11,3,Indianapolis,13
2013,11,3,Pittsburgh,14
2013,11,3,LA Chargers,15
2013,11,3,Chicago,16
2013,11,3,Atlanta,17
2013,11,3,Miami,18
2013,11,3,Philadelphia,19
2013,11,3,Arizona,20
2013,11,3,Tennessee,21
2013,11,3,NY Giants,22
2013,11,3,Houston,23
2013,11,3,Cleveland,24
2013,11,3,Buffalo,25
2013,11,3,LA Rams,26
2013,11,3,Washington,27
2013,11,3,Tampa Bay,28
2013,11,3,Las Vegas,29
2013,11,3,NY Jets,30
2013,11,3,Minnesota,31
2013,11,3,Jacksonville,32
2013,10,27,Denver,1
2013,10,27,New England,2
2013,10,27,Green Bay,3
2013,10,27,Seattle,4
2013,10,27,New Orleans,5
2013,10,27,San Francisco,6
2013,10,27,Kansas City,7
2013,10,27,Dallas,8
2013,10,27,Detroit,9
2013,10,27,Baltimore,10
2013,10,27,Cincinnati,11
2013,10,27,Carolina,12
2013,10,27,Indianapolis,13
2013,10,27,Pittsburgh,14
2013,10,27,Atlanta,15
2013,10,27,LA Chargers,16
2013,10,27,Chicago,17
2013,10,27,Philadelphia,18
2013,10,27,Miami,19
2013,10,27,Arizona,20
2013,10,27,Buffalo,21
2013,10,27,Tennessee,22
2013,10,27,NY Jets,23
2013,10,27,Houston,24
2013,10,27,Cleveland,25
2013,10,27,NY Giants,26
2013,10,27,Washington,27
2013,10,27,LA Rams,28
2013,10,27,Tampa Bay,29
2013,10,27,Las Vegas,30
2013,10,27,Minnesota,31
2013,10,27,Jacksonville,32
2013,10,20,Denver,1
2013,10,20,New England,2
2013,10,20,Green Bay,3
2013,10,20,New Orleans,4
2013,10,20,Seattle,5
2013,10,20,San Francisco,6
2013,10,20,Kansas City,7
2013,10,20,Detroit,8
2013,10,20,Baltimore,9
2013,10,20,Dallas,10
2013,10,20,Cincinnati,11
2013,10,20,Atlanta,12
2013,10,20,Pittsburgh,13
2013,10,20,Indianapolis,14
2013,10,20,Philadelphia,15
2013,10,20,Carolina,16
2013,10,20,Chicago,17
2013,10,20,LA Chargers,18
2013,10,20,Miami,19
2013,10,20,Tennessee,20
2013,10,20,Arizona,21
2013,10,20,Cleveland,22
2013,10,20,Buffalo,23
2013,10,20,Tampa Bay,24
2013,10,20,NY Jets,25
2013,10,20,Houston,26
2013,10,20,LA Rams,27
2013,10,20,Washington,28
2013,10,20,Minnesota,29
2013,10,20,NY Giants,30
2013,10,20,Las Vegas,31
2013,10,20,Jacksonville,32
2013,10,13,Denver,1
2013,10,13,New England,2
2013,10,13,Green Bay,3
2013,10,13,New Orleans,4
2013,10,13,Seattle,5
2013,10,13,San Francisco,6
2013,10,13,Kansas City,7
2013,10,13,Baltimore,8
2013,10,13,Detroit,9
2013,10,13,Dallas,10
2013,10,13,Cincinnati,11
2013,10,13,Indianapolis,12
2013,10,13,Atlanta,13
2013,10,13,Chicago,14
2013,10,13,Pittsburgh,15
2013,10,13,Miami,16
2013,10,13,Philadelphia,17
2013,10,13,LA Chargers,18
2013,10,13,Houston,19
2013,10,13,Carolina,20
2013,10,13,Cleveland,21
2013,10,13,Arizona,22
2013,10,13,Tampa Bay,23
2013,10,13,Tennessee,24
2013,10,13,NY Jets,25
2013,10,13,Minnesota,26
2013,10,13,Buffalo,27
2013,10,13,Washington,28
2013,10,13,Las Vegas,29
2013,10,13,NY Giants,30
2013,10,13,LA Rams,31
2013,10,13,Jacksonville,32
2013,10,6,Denver,1
2013,10,6,New England,2
2013,10,6,Seattle,3
2013,10,6,Green Bay,4
2013,10,6,New Orleans,5
2013,10,6,Detroit,6
2013,10,6,San Francisco,7
2013,10,6,Baltimore,8
2013,10,6,Kansas City,9
2013,10,6,Dallas,10
2013,10,6,Atlanta,11
2013,10,6,Cincinnati,12
2013,10,6,Houston,13
2013,10,6,Chicago,14
2013,10,6,Indianapolis,15
2013,10,6,LA Chargers,16
2013,10,6,Miami,17
2013,10,6,Pittsburgh,18
2013,10,6,Carolina,19
2013,10,6,Tennessee,20
2013,10,6,Philadelphia,21
2013,10,6,Cleveland,22
2013,10,6,Tampa Bay,23
2013,10,6,Minnesota,24
2013,10,6,Buffalo,25
2013,10,6,NY Jets,26
2013,10,6,Arizona,27
2013,10,6,NY Giants,28
2013,10,6,Washington,29
2013,10,6,Las Vegas,30
2013,10,6,LA Rams,31
2013,10,6,Jacksonville,32
2013,9,29,New England,1
2013,9,29,Denver,2
2013,9,29,Green Bay,3
2013,9,29,San Francisco,4
2013,9,29,Pittsburgh,5
2013,9,29,Seattle,6
2013,9,29,New Orleans,7
2013,9,29,Detroit,8
2013,9,29,Baltimore,9
2013,9,29,NY Giants,10
2013,9,29,Atlanta,11
2013,9,29,Dallas,12
2013,9,29,Houston,13
2013,9,29,Philadelphia,14
2013,9,29,Cincinnati,15
2013,9,29,Kansas City,16
2013,9,29,LA Chargers,17
2013,9,29,Chicago,18
2013,9,29,Tampa Bay,19
2013,9,29,Miami,20
2013,9,29,NY Jets,21
2013,9,29,Buffalo,22
2013,9,29,Minnesota,23
2013,9,29,Arizona,24
2013,9,29,Cleveland,25
2013,9,29,Washington,26
2013,9,29,LA Rams,27
2013,9,29,Indianapolis,28
2013,9,29,Carolina,29
2013,9,29,Las Vegas,30
2013,9,29,Tennessee,31
2013,9,29,Jacksonville,32
2013,2,3,New England,1
2013,2,3,Denver,2
2013,2,3,Baltimore,3
2013,2,3,Green Bay,4
2013,2,3,Seattle,5
2013,2,3,San Francisco,6
2013,2,3,NY Giants,7
2013,2,3,Atlanta,8
2013,2,3,Houston,9
2013,2,3,Pittsburgh,10
2013,2,3,New Orleans,11
2013,2,3,Cincinnati,12
2013,2,3,Chicago,13
2013,2,3,Washington,14
2013,2,3,LA Chargers,15
2013,2,3,Minnesota,16
2013,2,3,Dallas,17
2013,2,3,Miami,18
2013,2,3,Carolina,19
2013,2,3,Detroit,20
2013,2,3,Tampa Bay,21
2013,2,3,NY Jets,22
2013,2,3,Cleveland,23
2013,2,3,Indianapolis,24
2013,2,3,Philadelphia,25
2013,2,3,LA Rams,26
2013,2,3,Buffalo,27
2013,2,3,Arizona,28
2013,2,3,Tennessee,29
2013,2,3,Las Vegas,30
2013,2,3,Kansas City,31
2013,2,3,Jacksonville,32
2013,1,27,New England,1
2013,1,27,Denver,2
2013,1,27,Baltimore,3
2013,1,27,Green Bay,4
2013,1,27,Seattle,5
2013,1,27,San Francisco,6
2013,1,27,NY Giants,7
2013,1,27,Atlanta,8
2013,1,27,Houston,9
2013,1,27,Pittsburgh,10
2013,1,27,New Orleans,11
2013,1,27,Cincinnati,12
2013,1,27,Chicago,13
2013,1,27,Washington,14
2013,1,27,LA Chargers,15
2013,1,27,Minnesota,16
2013,1,27,Dallas,17
2013,1,27,Miami,18
2013,1,27,Carolina,19
2013,1,27,Detroit,20
2013,1,27,Tampa Bay,21
2013,1,27,NY Jets,22
2013,1,27,Cleveland,23
2013,1,27,Indianapolis,24
2013,1,27,Philadelphia,25
2013,1,27,LA Rams,26
2013,1,27,Buffalo,27
2013,1,27,Arizona,28
2013,1,27,Tennessee,29
2013,1,27,Las Vegas,30
2013,1,27,Kansas City,31
2013,1,27,Jacksonville,32
2013,1,20,New England,1
2013,1,20,Denver,2
2013,1,20,Green Bay,3
2013,1,20,Seattle,4
2013,1,20,San Francisco,5
2013,1,20,Baltimore,6
2013,1,20,NY Giants,7
2013,1,20,Atlanta,8
2013,1,20,Houston,9
2013,1,20,Pittsburgh,10
2013,1,20,New Orleans,11
2013,1,20,Cincinnati,12
2013,1,20,Chicago,13
2013,1,20,Washington,14
2013,1,20,LA Chargers,15
2013,1,20,Minnesota,16
2013,1,20,Dallas,17
2013,1,20,Miami,18
2013,1,20,Carolina,19
2013,1,20,Detroit,20
2013,1,20,Tampa Bay,21
2013,1,20,NY Jets,22
2013,1,20,Indianapolis,23
2013,1,20,Cleveland,24
2013,1,20,Philadelphia,25
2013,1,20,LA Rams,26
2013,1,20,Buffalo,27
2013,1,20,Arizona,28
2013,1,20,Tennessee,29
2013,1,20,Las Vegas,30
2013,1,20,Kansas City,31
2013,1,20,Jacksonville,32
2013,1,13,New England,1
2013,1,13,Denver,2
2013,1,13,Green Bay,3
2013,1,13,Seattle,4
2013,1,13,San Francisco,5
2013,1,13,Baltimore,6
2013,1,13,NY Giants,7
2013,1,13,Atlanta,8
2013,1,13,Houston,9
2013,1,13,Pittsburgh,10
2013,1,13,New Orleans,11
2013,1,13,Cincinnati,12
2013,1,13,Chicago,13
2013,1,13,Washington,14
2013,1,13,LA Chargers,15
2013,1,13,Minnesota,16
2013,1,13,Dallas,17
2013,1,13,Miami,18
2013,1,13,Carolina,19
2013,1,13,Detroit,20
2013,1,13,Tampa Bay,21
2013,1,13,NY Jets,22
2013,1,13,Indianapolis,23
2013,1,13,Cleveland,24
2013,1,13,Philadelphia,25
2013,1,13,LA Rams,26
2013,1,13,Buffalo,27
2013,1,13,Arizona,28
2013,1,13,Tennessee,29
2013,1,13,Las Vegas,30
2013,1,13,Kansas City,31
2013,1,13,Jacksonville,32
2013,1,6,New England,1
2013,1,6,Denver,2
2013,1,6,Green Bay,3
2013,1,6,Seattle,4
2013,1,6,NY Giants,5
2013,1,6,Atlanta,6
2013,1,6,San Francisco,7
2013,1,6,Baltimore,8
2013,1,6,Houston,9
2013,1,6,Pittsburgh,10
2013,1,6,New Orleans,11
2013,1,6,Chicago,12
2013,1,6,Cincinnati,13
2013,1,6,Washington,14
2013,1,6,LA Chargers,15
2013,1,6,Minnesota,16
2013,1,6,Dallas,17
2013,1,6,Miami,18
2013,1,6,Carolina,19
2013,1,6,Detroit,20
2013,1,6,Tampa Bay,21
2013,1,6,NY Jets,22
2013,1,6,Indianapolis,23
2013,1,6,Cleveland,24
2013,1,6,Philadelphia,25
2013,1,6,LA Rams,26
2013,1,6,Buffalo,27
2013,1,6,Arizona,28
2013,1,6,Tennessee,29
2013,1,6,Las Vegas,30
2013,1,6,Kansas City,31
2013,1,6,Jacksonville,32
2012,12,30,New England,1
2012,12,30,Denver,2
2012,12,30,Houston,3
2012,12,30,Baltimore,4
2012,12,30,NY Giants,5
2012,12,30,San Francisco,6
2012,12,30,Green Bay,7
2012,12,30,Atlanta,8
2012,12,30,Pittsburgh,9
2012,12,30,New Orleans,10
2012,12,30,Chicago,11
2012,12,30,LA Chargers,12
2012,12,30,Cincinnati,13
2012,12,30,Detroit,14
2012,12,30,Seattle,15
2012,12,30,Tampa Bay,16
2012,12,30,Washington,17
2012,12,30,NY Jets,18
2012,12,30,Dallas,19
2012,12,30,Miami,20
2012,12,30,Philadelphia,21
2012,12,30,Minnesota,22
2012,12,30,Cleveland,23
2012,12,30,Buffalo,24
2012,12,30,Carolina,25
2012,12,30,Arizona,26
2012,12,30,Indianapolis,27
2012,12,30,Tennessee,28
2012,12,30,LA Rams,29
2012,12,30,Las Vegas,30
2012,12,30,Kansas City,31
2012,12,30,Jacksonville,32
2012,12,23,New England,1
2012,12,23,Denver,2
2012,12,23,Houston,3
2012,12,23,Baltimore,4
2012,12,23,Green Bay,5
2012,12,23,San Francisco,6
2012,12,23,Pittsburgh,7
2012,12,23,Atlanta,8
2012,12,23,NY Giants,9
2012,12,23,New Orleans,10
2012,12,23,Chicago,11
2012,12,23,LA Chargers,12
2012,12,23,Detroit,13
2012,12,23,Seattle,14
2012,12,23,Cincinnati,15
2012,12,23,Tampa Bay,16
2012,12,23,Philadelphia,17
2012,12,23,Washington,18
2012,12,23,NY Jets,19
2012,12,23,Miami,20
2012,12,23,Dallas,21
2012,12,23,Minnesota,22
2012,12,23,Buffalo,23
2012,12,23,Arizona,24
2012,12,23,Cleveland,25
2012,12,23,Indianapolis,26
2012,12,23,Tennessee,27
2012,12,23,Carolina,28
2012,12,23,LA Rams,29
2012,12,23,Las Vegas,30
2012,12,23,Kansas City,31
2012,12,23,Jacksonville,32
2012,12,16,New England,1
2012,12,16,Denver,2
2012,12,16,Houston,3
2012,12,16,Baltimore,4
2012,12,16,Green Bay,5
2012,12,16,Pittsburgh,6
2012,12,16,Atlanta,7
2012,12,16,NY Giants,8
2012,12,16,San Francisco,9
2012,12,16,Chicago,10
2012,12,16,New Orleans,11
2012,12,16,LA Chargers,12
2012,12,16,Detroit,13
2012,12,16,Philadelphia,14
2012,12,16,Seattle,15
2012,12,16,Tampa Bay,16
2012,12,16,Dallas,17
2012,12,16,Cincinnati,18
2012,12,16,NY Jets,19
2012,12,16,Miami,20
2012,12,16,Minnesota,21
2012,12,16,Buffalo,22
2012,12,16,Washington,23
2012,12,16,Cleveland,24
2012,12,16,Arizona,25
2012,12,16,Indianapolis,26
2012,12,16,Carolina,27
2012,12,16,Tennessee,28
2012,12,16,LA Rams,29
2012,12,16,Las Vegas,30
2012,12,16,Kansas City,31
2012,12,16,Jacksonville,32
2012,12,9,New England,1
2012,12,9,Denver,2
2012,12,9,Houston,3
2012,12,9,Green Bay,4
2012,12,9,Pittsburgh,5
2012,12,9,NY Giants,6
2012,12,9,Atlanta,7
2012,12,9,Baltimore,8
2012,12,9,San Francisco,9
2012,12,9,Chicago,10
2012,12,9,New Orleans,11
2012,12,9,LA Chargers,12
2012,12,9,Philadelphia,13
2012,12,9,Miami,14
2012,12,9,Detroit,15
2012,12,9,NY Jets,16
2012,12,9,Seattle,17
2012,12,9,Tampa Bay,18
2012,12,9,Dallas,19
2012,12,9,Cincinnati,20
2012,12,9,Minnesota,21
2012,12,9,Washington,22
2012,12,9,Arizona,23
2012,12,9,Indianapolis,24
2012,12,9,Cleveland,25
2012,12,9,Carolina,26
2012,12,9,Buffalo,27
2012,12,9,Las Vegas,28
2012,12,9,LA Rams,29
2012,12,9,Tennessee,30
2012,12,9,Kansas City,31
2012,12,9,Jacksonville,32
2012,12,2,New England,1
2012,12,2,Denver,2
2012,12,2,Houston,3
2012,12,2,NY Giants,4
2012,12,2,Green Bay,5
2012,12,2,Pittsburgh,6
2012,12,2,Atlanta,7
2012,12,2,San Francisco,8
2012,12,2,Baltimore,9
2012,12,2,New Orleans,10
2012,12,2,Philadelphia,11
2012,12,2,Chicago,12
2012,12,2,LA Chargers,13
2012,12,2,Miami,14
2012,12,2,Detroit,15
2012,12,2,NY Jets,16
2012,12,2,Seattle,17
2012,12,2,Tampa Bay,18
2012,12,2,Cincinnati,19
2012,12,2,Dallas,20
2012,12,2,Minnesota,21
2012,12,2,Washington,22
2012,12,2,Arizona,23
2012,12,2,Cleveland,24
2012,12,2,Buffalo,25
2012,12,2,Las Vegas,26
2012,12,2,Indianapolis,27
2012,12,2,Carolina,28
2012,12,2,Tennessee,29
2012,12,2,LA Rams,30
2012,12,2,Kansas City,31
2012,12,2,Jacksonville,32
2012,11,25,New England,1
2012,11,25,Denver,2
2012,11,25,Houston,3
2012,11,25,Baltimore,4
2012,11,25,Green Bay,5
2012,11,25,San Francisco,6
2012,11,25,Pittsburgh,7
2012,11,25,Atlanta,8
2012,11,25,NY Giants,9
2012,11,25,New Orleans,10
2012,11,25,Chicago,11
2012,11,25,LA Chargers,12
2012,11,25,Detroit,13
2012,11,25,Seattle,14
2012,11,25,Cincinnati,15
2012,11,25,Tampa Bay,16
2012,11,25,Philadelphia,17
2012,11,25,Washington,18
2012,11,25,NY Jets,19
2012,11,25,Miami,20
2012,11,25,Dallas,21
2012,11,25,Minnesota,22
2012,11,25,Buffalo,23
2012,11,25,Arizona,24
2012,11,25,Cleveland,25
2012,11,25,Indianapolis,26
2012,11,25,Tennessee,27
2012,11,25,Carolina,28
2012,11,25,LA Rams,29
2012,11,25,Las Vegas,30
2012,11,25,Kansas City,31
2012,11,25,Jacksonville,32
2012,11,18,New England,1
2012,11,18,Denver,2
2012,11,18,Houston,3
2012,11,18,Baltimore,4
2012,11,18,Green Bay,5
2012,11,18,Pittsburgh,6
2012,11,18,Atlanta,7
2012,11,18,NY Giants,8
2012,11,18,San Francisco,9
2012,11,18,Chicago,10
2012,11,18,New Orleans,11
2012,11,18,LA Chargers,12
2012,11,18,Detroit,13
2012,11,18,Philadelphia,14
2012,11,18,Seattle,15
2012,11,18,Tampa Bay,16
2012,11,18,Dallas,17
2012,11,18,Cincinnati,18
2012,11,18,NY Jets,19
2012,11,18,Miami,20
2012,11,18,Minnesota,21
2012,11,18,Buffalo,22
2012,11,18,Washington,23
2012,11,18,Cleveland,24
2012,11,18,Arizona,25
2012,11,18,Indianapolis,26
2012,11,18,Carolina,27
2012,11,18,Tennessee,28
2012,11,18,LA Rams,29
2012,11,18,Las Vegas,30
2012,11,18,Kansas City,31
2012,11,18,Jacksonville,32
2012,11,11,New England,1
2012,11,11,Denver,2
2012,11,11,Houston,3
2012,11,11,Green Bay,4
2012,11,11,Pittsburgh,5
2012,11,11,NY Giants,6
2012,11,11,Atlanta,7
2012,11,11,Baltimore,8
2012,11,11,San Francisco,9
2012,11,11,Chicago,10
2012,11,11,New Orleans,11
2012,11,11,LA Chargers,12
2012,11,11,Philadelphia,13
2012,11,11,Miami,14
2012,11,11,Detroit,15
2012,11,11,NY Jets,16
2012,11,11,Seattle,17
2012,11,11,Tampa Bay,18
2012,11,11,Dallas,19
2012,11,11,Cincinnati,20
2012,11,11,Minnesota,21
2012,11,11,Washington,22
2012,11,11,Arizona,23
2012,11,11,Indianapolis,24
2012,11,11,Cleveland,25
2012,11,11,Carolina,26
2012,11,11,Buffalo,27
2012,11,11,Las Vegas,28
2012,11,11,LA Rams,29
2012,11,11,Tennessee,30
2012,11,11,Kansas City,31
2012,11,11,Jacksonville,32
2012,11,4,New England,1
2012,11,4,Denver,2
2012,11,4,Houston,3
2012,11,4,NY Giants,4
2012,11,4,Green Bay,5
2012,11,4,Pittsburgh,6
2012,11,4,Atlanta,7
2012,11,4,San Francisco,8
2012,11,4,Baltimore,9
2012,11,4,New Orleans,10
2012,11,4,Philadelphia,11
2012,11,4,Chicago,12
2012,11,4,LA Chargers,13
2012,11,4,Miami,14
2012,11,4,Detroit,15
2012,11,4,NY Jets,16
2012,11,4,Seattle,17
2012,11,4,Tampa Bay,18
2012,11,4,Cincinnati,19
2012,11,4,Dallas,20
2012,11,4,Minnesota,21
2012,11,4,Washington,22
2012,11,4,Arizona,23
2012,11,4,Cleveland,24
2012,11,4,Buffalo,25
2012,11,4,Las Vegas,26
2012,11,4,Indianapolis,27
2012,11,4,Carolina,28
2012,11,4,Tennessee,29
2012,11,4,LA Rams,30
2012,11,4,Kansas City,31
2012,11,4,Jacksonville,32
2012,10,28,New England,1
2012,10,28,Houston,2
2012,10,28,Green Bay,3
2012,10,28,Denver,4
2012,10,28,NY Giants,5
2012,10,28,Pittsburgh,6
2012,10,28,Atlanta,7
2012,10,28,Baltimore,8
2012,10,28,San Francisco,9
2012,10,28,New Orleans,10
2012,10,28,Philadelphia,11
2012,10,28,Chicago,12
2012,10,28,NY Jets,13
2012,10,28,LA Chargers,14
2012,10,28,Detroit,15
2012,10,28,Miami,16
2012,10,28,Seattle,17
2012,10,28,Tampa Bay,18
2012,10,28,Cincinnati,19
2012,10,28,Arizona,20
2012,10,28,Washington,21
2012,10,28,Dallas,22
2012,10,28,Minnesota,23
2012,10,28,Cleveland,24
2012,10,28,Buffalo,25
2012,10,28,Indianapolis,26
2012,10,28,Tennessee,27
2012,10,28,Carolina,28
2012,10,28,Las Vegas,29
2012,10,28,LA Rams,30
2012,10,28,Kansas City,31
2012,10,28,Jacksonville,32
2012,10,21,New England,1
2012,10,21,Baltimore,2
2012,10,21,NY Giants,3
2012,10,21,Denver,4
2012,10,21,Green Bay,5
2012,10,21,Pittsburgh,6
2012,10,21,Houston,7
2012,10,21,Atlanta,8
2012,10,21,San Francisco,9
2012,10,21,Philadelphia,10
2012,10,21,New Orleans,11
2012,10,21,Chicago,12
2012,10,21,LA Chargers,13
2012,10,21,Detroit,14
2012,10,21,NY Jets,15
2012,10,21,Miami,16
2012,10,21,Seattle,17
2012,10,21,Minnesota,18
2012,10,21,Cincinnati,19
2012,10,21,Arizona,20
2012,10,21,Washington,21
2012,10,21,Dallas,22
2012,10,21,Tampa Bay,23
2012,10,21,Cleveland,24
2012,10,21,Buffalo,25
2012,10,21,Carolina,26
2012,10,21,Las Vegas,27
2012,10,21,LA Rams,28
2012,10,21,Indianapolis,29
2012,10,21,Tennessee,30
2012,10,21,Kansas City,31
2012,10,21,Jacksonville,32
2012,10,14,New England,1
2012,10,14,Baltimore,2
2012,10,14,Houston,3
2012,10,14,San Francisco,4
2012,10,14,Denver,5
2012,10,14,Atlanta,6
2012,10,14,Pittsburgh,7
2012,10,14,Green Bay,8
2012,10,14,NY Giants,9
2012,10,14,Philadelphia,10
